configurationID,aud,constrained-intra,intra-refresh,no-asm,slow-firstpass,weightb,aq-strength,ipratio,pbratio,psy-rd,qblur,qcomp,vbv-init,aq-mode,b-adapt,bframes,crf,keyint,lookahead-threads,min-keyint,qp,qpstep,qpmin,qpmax,rc-lookahead,ref,vbv-bufsize,deblock,me,overscan,preset,scenecut,tune,size,user,system,elapsedtime,cpu,fps,kbs
2569,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,3.0,1.3,1.1,2.8,0.2,0.6,0.3,2,2,8,0,230,2,22,40,3,4,65,18,3,1000,-2:-2,hex,crop,ultrafast,10,ssim,1546067,7.90,0.46,0:02.90,287,179.88,615.95
2570,None,None,None,None,None,--weightb,2.0,1.0,1.4,3.8,0.3,0.8,0.5,1,1,10,20,290,4,30,40,5,2,67,38,3,1000,-1:-1,dia,crop,superfast,10,grain,1433527,4.54,0.34,0:01.01,482,566.98,571.11
258,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,1.5,1.3,1.2,3.8,0.4,0.8,0.8,3,0,0,10,240,4,23,50,4,0,60,48,5,2000,-1:-1,hex,crop,faster,30,animation,403619,5.95,0.32,0:01.15,542,489.25,160.24
2571,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.1,1.2,0.8,0.5,0.6,0.1,0,2,10,0,270,0,26,20,5,0,60,38,6,2000,-2:-2,hex,crop,veryslow,40,psnr,6914167,334.76,0.98,0:46.88,716,10.70,2763.48
2572,--aud,--constrained-intra,None,--no-asm,None,--no-weightb,1.0,1.3,1.1,1.6,0.3,0.8,0.3,2,1,12,40,220,2,26,50,3,1,63,48,1,2000,-1:-1,dia,show,superfast,30,animation,305575,17.39,0.35,0:04.58,387,112.35,119.89
2573,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,3.0,1.0,1.3,4.0,0.2,0.9,0.3,1,0,10,25,260,4,24,40,4,4,65,28,3,2000,-2:-2,umh,show,veryslow,10,psnr,1098214,36.02,0.30,0:05.12,708,100.34,437.47
2574,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,1.0,1.5,1.3,1.4,0.2,0.7,0.0,0,2,0,5,220,1,24,40,5,1,62,48,5,1000,1:1,dia,crop,ultrafast,30,ssim,1616657,3.36,0.20,0:00.70,508,854.40,645.45
2575,None,None,None,None,None,--no-weightb,3.0,1.6,1.2,3.4,0.3,0.6,0.3,1,2,8,50,290,3,29,50,5,0,66,18,3,2000,-1:-1,hex,show,faster,10,grain,404831,15.63,0.60,0:04.66,348,110.35,159.76
2576,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,2.0,1.5,1.1,2.4,0.3,0.8,0.4,2,0,12,5,300,0,23,20,3,0,61,48,1,1000,-2:-2,hex,crop,superfast,10,ssim,12163281,5.82,0.22,0:01.07,562,544.68,4863.58
2577,None,None,None,--no-asm,None,--weightb,2.5,1.0,1.2,4.8,0.3,0.7,0.4,2,0,2,20,280,2,27,30,3,0,66,28,1,2000,-1:-1,hex,show,slow,0,psnr,3228110,122.46,0.27,0:15.73,779,31.99,1288.95
2578,--aud,--constrained-intra,None,--no-asm,None,--weightb,3.0,1.6,1.4,2.8,0.4,0.8,0.2,2,0,8,0,260,2,23,30,4,1,66,28,1,2000,1:1,hex,show,placebo,40,psnr,3197890,179.64,0.27,0:23.32,771,21.56,1277.19
2579,--aud,None,None,None,--slow-firstpass,--no-weightb,1.5,1.6,1.3,0.8,0.3,0.9,0.0,3,2,10,45,220,2,22,20,5,4,60,38,3,1000,-2:-2,umh,crop,ultrafast,30,animation,13548932,18.75,0.64,0:04.21,459,122.28,5417.10
2580,--aud,--constrained-intra,None,None,None,--weightb,1.0,1.2,1.2,3.6,0.2,0.8,0.2,0,2,12,50,230,0,23,10,4,1,62,38,1,1000,-2:-2,umh,show,veryslow,30,grain,20069953,102.28,0.86,0:14.85,694,34.18,8025.79
259,None,--constrained-intra,None,--no-asm,None,--no-weightb,0.0,1.1,1.1,3.0,0.3,0.6,0.1,3,0,0,10,250,3,26,30,4,3,64,18,2,2000,1:1,hex,show,medium,40,animation,3573058,110.05,0.31,0:15.25,723,33.06,1428.01
2581,None,--constrained-intra,None,None,None,--no-weightb,2.0,1.5,1.3,2.6,0.6,0.9,0.5,1,2,0,45,210,2,29,20,3,1,61,18,2,1000,-1:-1,umh,show,ultrafast,10,animation,15047040,12.38,0.28,0:02.15,588,253.66,6017.61
2582,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.3,1.3,3.6,0.6,0.9,0.6,1,0,6,50,290,1,22,40,4,2,61,28,2,2000,-1:-1,umh,show,fast,40,ssim,1304154,232.00,0.26,0:30.04,773,16.71,519.50
2583,None,None,None,None,None,--weightb,0.0,1.4,1.0,4.2,0.4,0.7,0.4,0,2,16,5,260,4,23,40,5,3,64,48,2,1000,-2:-2,umh,show,fast,0,ssim,1352251,39.64,1.60,0:09.29,443,55.01,538.68
2584,--aud,None,None,None,--slow-firstpass,--no-weightb,1.5,1.2,1.0,1.8,0.5,0.8,0.0,1,1,8,45,260,0,21,40,4,4,69,38,4,1000,-2:-2,umh,crop,fast,30,ssim,1359132,22.25,0.35,0:03.41,661,152.58,541.49
2585,--aud,None,None,None,--slow-firstpass,--no-weightb,0.5,1.6,1.2,0.6,0.2,0.7,0.0,0,0,16,30,300,4,30,30,3,3,66,28,2,1000,1:1,umh,show,ultrafast,30,ssim,5430963,8.15,0.20,0:01.35,619,416.67,2170.76
2586,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,1.0,1.4,1.3,4.4,0.4,0.7,0.5,1,0,0,30,210,3,27,30,5,3,65,38,1,1000,-2:-2,hex,show,veryfast,40,psnr,3684431,5.62,0.21,0:01.05,552,534.77,1472.56
2587,None,--constrained-intra,None,None,--slow-firstpass,--no-weightb,1.0,1.4,1.2,1.8,0.3,0.9,0.2,2,2,16,45,250,3,27,10,4,0,63,48,3,2000,1:1,umh,crop,slow,0,psnr,17355234,83.55,1.12,0:13.68,618,36.86,6939.91
2588,None,--constrained-intra,None,None,--slow-firstpass,--weightb,2.5,1.5,1.3,3.2,0.3,0.9,0.9,3,0,2,15,200,0,30,0,4,1,61,38,5,1000,1:1,dia,show,placebo,10,animation,45638137,50.04,0.31,0:07.67,656,67.88,18254.05
2589,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,0.5,1.1,1.2,2.6,0.3,0.9,0.3,0,2,2,5,290,3,23,30,5,2,63,28,4,2000,1:1,umh,crop,slower,40,ssim,2936005,347.50,0.53,0:47.15,738,10.64,1172.20
2590,None,--constrained-intra,None,--no-asm,None,--no-weightb,2.5,1.3,1.2,2.0,0.6,0.9,0.9,3,1,16,40,220,2,26,10,5,1,60,48,3,1000,1:1,umh,crop,ultrafast,40,grain,30516746,128.22,0.30,0:16.81,764,30.11,12204.35
260,None,--constrained-intra,None,--no-asm,--slow-firstpass,--weightb,2.0,1.6,1.1,3.0,0.6,0.6,0.3,0,2,2,45,240,4,25,30,3,2,66,38,5,1000,1:1,umh,show,medium,30,ssim,3322604,344.80,0.56,0:45.53,758,11.01,1326.84
2591,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,1.5,1.6,1.1,0.2,0.5,0.6,0.3,1,2,6,45,290,1,22,50,4,2,64,38,6,2000,-2:-2,umh,crop,superfast,0,ssim,280476,7.72,0.23,0:03.23,245,160.55,109.64
2592,None,None,None,None,--slow-firstpass,--weightb,1.0,1.2,1.1,3.0,0.4,0.7,0.8,1,1,12,50,250,0,27,50,3,1,66,18,5,2000,-1:-1,hex,crop,superfast,30,animation,299346,3.58,0.31,0:01.05,368,540.96,117.41
2593,None,--constrained-intra,None,None,None,--weightb,0.0,1.6,1.1,2.4,0.5,0.7,0.5,0,0,0,5,230,2,24,30,5,2,68,18,6,2000,-1:-1,hex,crop,superfast,30,psnr,3833719,5.58,0.27,0:01.04,558,531.16,1532.28
2594,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,3.0,1.0,1.4,2.4,0.2,0.7,0.9,3,0,12,40,240,3,21,20,4,0,65,18,5,2000,1:1,umh,show,veryfast,40,animation,9851129,271.97,0.25,0:36.11,753,13.89,3938.68
2595,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.3,1.4,2.6,0.5,0.8,0.3,3,0,8,20,270,0,22,50,5,0,66,48,4,1000,1:1,dia,crop,medium,30,ssim,293602,42.90,0.23,0:06.18,697,82.68,115.49
2596,--aud,--constrained-intra,None,None,None,--weightb,3.0,1.1,1.4,1.4,0.6,0.8,0.5,2,0,10,30,300,2,21,0,3,1,69,48,6,2000,1:1,dia,show,medium,0,animation,45943339,35.98,0.32,0:05.45,665,97.76,18376.13
2597,None,--constrained-intra,None,None,None,--weightb,1.5,1.3,1.0,3.4,0.3,0.9,0.3,1,2,4,35,280,4,28,50,3,2,60,28,3,2000,-2:-2,dia,crop,medium,10,grain,440673,13.95,0.54,0:03.04,476,172.41,174.03
2598,None,None,None,--no-asm,None,--weightb,1.0,1.5,1.4,1.4,0.4,0.7,0.9,3,1,14,25,290,2,20,50,5,1,67,48,2,2000,1:1,umh,show,fast,40,psnr,356536,139.60,0.30,0:18.52,755,27.23,140.47
2599,None,--constrained-intra,None,--no-asm,None,--weightb,3.0,1.0,1.3,0.4,0.5,0.6,0.6,2,0,4,50,270,1,23,30,3,4,67,38,5,1000,1:1,umh,crop,slow,10,grain,3430471,404.02,0.26,0:53.18,760,9.43,1369.67
2600,--aud,None,None,--no-asm,None,--no-weightb,2.0,1.3,1.4,3.8,0.2,0.8,0.5,3,0,14,45,230,1,27,20,4,0,64,38,4,1000,1:1,dia,show,ultrafast,30,psnr,13791823,43.02,0.29,0:06.02,718,85.54,5515.05
27,None,--constrained-intra,None,None,None,--no-weightb,1.5,1.3,1.1,0.4,0.3,0.7,0.8,0,0,12,10,220,3,27,0,4,4,64,18,3,1000,-1:-1,hex,show,placebo,10,psnr,45633038,46.27,0.37,0:07.28,640,72.03,18252.01
261,--aud,--constrained-intra,None,None,None,--weightb,3.0,1.2,1.2,3.8,0.3,0.9,0.7,3,2,14,20,260,3,26,30,5,2,66,18,4,1000,-2:-2,hex,show,medium,10,ssim,3183768,36.76,0.98,0:08.66,435,58.69,1271.31
2601,None,None,None,--no-asm,--slow-firstpass,--no-weightb,1.0,1.6,1.1,4.8,0.5,0.6,0.7,3,0,2,15,250,3,28,40,4,4,64,18,2,1000,1:1,dia,crop,veryfast,10,psnr,1319180,34.94,0.34,0:04.84,728,106.06,525.38
2602,None,--constrained-intra,None,None,--slow-firstpass,--weightb,1.5,1.1,1.2,4.6,0.2,0.9,0.0,1,0,8,0,210,0,28,40,3,2,65,38,1,2000,-2:-2,hex,crop,superfast,40,psnr,1172529,2.83,0.21,0:00.69,442,876.58,467.06
2603,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,2.5,1.0,1.2,5.0,0.2,0.9,0.0,0,2,16,25,300,1,26,0,5,4,65,48,2,1000,-2:-2,hex,show,superfast,40,grain,48692868,11.08,0.27,0:02.06,550,292.21,19475.94
2604,None,--constrained-intra,None,--no-asm,None,--weightb,2.0,1.6,1.4,0.6,0.3,0.7,0.9,1,1,0,45,200,2,24,40,3,0,65,38,2,2000,-1:-1,dia,crop,fast,0,animation,1409552,59.21,0.30,0:08.77,678,57.88,562.61
2605,--aud,None,None,--no-asm,None,--weightb,2.5,1.6,1.1,2.2,0.5,0.6,0.1,0,0,8,40,300,3,26,40,4,2,69,28,4,2000,1:1,dia,crop,placebo,30,grain,1579043,161.34,0.32,0:21.57,749,23.53,629.64
2606,--aud,None,None,None,--slow-firstpass,--no-weightb,3.0,1.5,1.0,4.0,0.3,0.8,0.1,0,0,6,35,300,1,27,50,5,0,64,18,2,2000,-1:-1,dia,crop,placebo,10,psnr,326696,10.97,0.20,0:01.66,673,320.37,128.52
2607,--aud,None,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.0,1.2,0.6,0.2,0.9,0.2,2,0,16,40,260,3,24,20,3,1,66,38,4,2000,-2:-2,dia,show,superfast,40,animation,11584834,47.95,0.29,0:06.50,741,78.94,4632.30
2608,None,None,None,None,--slow-firstpass,--weightb,0.0,1.4,1.4,2.0,0.5,0.9,0.3,3,1,6,20,200,3,24,0,4,1,63,48,6,1000,-2:-2,umh,show,medium,0,grain,43043972,54.15,0.38,0:08.09,674,64.43,17216.38
2609,None,--constrained-intra,--intra-refresh,--no-asm,None,--weightb,0.0,1.4,1.1,2.2,0.3,0.9,0.4,1,1,2,10,220,2,22,20,4,1,63,48,1,1000,1:1,umh,show,placebo,0,animation,8611215,308.49,0.39,0:41.25,748,12.16,3442.32
2610,None,--constrained-intra,None,--no-asm,None,--no-weightb,1.5,1.0,1.1,2.4,0.5,0.9,0.7,1,2,12,35,230,3,22,50,4,1,67,38,2,2000,-1:-1,dia,crop,medium,10,animation,383440,110.23,1.03,0:30.93,359,16.22,151.16
262,None,None,None,--no-asm,--slow-firstpass,--no-weightb,0.5,1.6,1.3,2.8,0.2,0.8,0.0,1,1,4,45,300,0,29,10,5,0,69,18,3,2000,-1:-1,dia,crop,ultrafast,40,ssim,29609390,54.39,0.31,0:07.26,752,70.55,11841.37
2611,--aud,None,None,--no-asm,None,--no-weightb,1.5,1.4,1.0,0.8,0.2,0.8,0.6,2,0,8,15,300,0,27,0,4,1,60,18,2,1000,-2:-2,umh,crop,slow,40,ssim,42807617,214.46,0.35,0:30.73,699,16.38,17121.84
2612,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,0.5,1.5,1.3,2.0,0.3,0.7,0.6,3,1,10,25,250,1,20,20,5,1,69,38,6,2000,-2:-2,dia,crop,slow,10,psnr,7112852,47.88,0.27,0:06.91,696,73.81,2842.98
2613,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,1.5,1.4,1.3,0.6,0.4,0.7,0.2,1,2,16,25,290,2,22,0,3,3,62,48,3,1000,-1:-1,hex,show,veryfast,40,animation,47560545,13.94,0.30,0:02.48,572,233.37,19023.01
2614,--aud,None,None,--no-asm,None,--no-weightb,0.5,1.0,1.4,4.0,0.2,0.7,0.8,0,0,8,35,200,0,30,0,3,2,62,48,2,1000,1:1,umh,crop,slower,40,animation,42595176,243.66,0.37,0:35.48,687,14.16,17036.86
2615,None,None,None,--no-asm,--slow-firstpass,--no-weightb,2.5,1.6,1.2,2.8,0.2,0.7,0.7,3,2,8,15,210,4,30,30,5,3,61,28,1,1000,1:1,dia,crop,slower,30,ssim,2879813,176.35,1.03,0:27.19,652,18.47,1149.69
2616,--aud,None,None,None,None,--no-weightb,0.0,1.3,1.1,1.2,0.5,0.8,0.2,2,1,2,15,270,0,28,20,5,2,63,38,6,1000,1:1,umh,show,veryfast,40,psnr,8582277,20.35,0.33,0:03.00,689,174.59,3430.80
2617,--aud,None,None,--no-asm,--slow-firstpass,--weightb,2.5,1.4,1.4,4.8,0.3,0.7,0.1,2,0,14,20,270,3,29,20,3,1,61,18,2,1000,-1:-1,dia,show,slow,0,ssim,8924329,181.63,0.23,0:24.66,737,20.36,3568.06
2618,--aud,None,None,--no-asm,--slow-firstpass,--weightb,3.0,1.5,1.4,2.0,0.6,0.9,0.5,3,1,16,35,240,2,28,40,4,3,61,38,2,1000,-1:-1,umh,crop,faster,0,grain,1338104,150.08,0.30,0:19.87,756,25.34,533.07
2619,--aud,None,None,None,None,--weightb,1.0,1.0,1.3,0.6,0.3,0.7,0.8,1,1,6,45,300,3,20,20,5,2,69,48,3,1000,-2:-2,umh,show,slow,40,ssim,6906572,50.98,0.36,0:07.16,716,70.79,2760.51
2620,None,None,None,--no-asm,--slow-firstpass,--weightb,2.5,1.2,1.3,4.0,0.5,0.9,0.8,2,1,10,10,200,2,21,10,4,0,68,28,2,2000,1:1,hex,show,ultrafast,30,ssim,29572470,55.39,0.37,0:07.52,741,68.98,11826.64
263,--aud,None,None,--no-asm,--slow-firstpass,--weightb,1.5,1.2,1.0,1.4,0.6,0.7,0.6,2,1,2,15,300,4,27,40,5,0,61,38,2,2000,-1:-1,umh,show,medium,30,animation,1409849,181.78,0.43,0:24.52,742,20.50,561.79
2621,None,None,None,None,--slow-firstpass,--no-weightb,0.0,1.2,1.0,3.0,0.5,0.8,0.8,0,0,0,0,260,3,23,30,5,0,67,38,5,1000,-1:-1,dia,crop,slow,30,animation,3593253,36.09,0.33,0:05.55,655,92.17,1436.09
2622,--aud,None,None,--no-asm,None,--no-weightb,1.5,1.0,1.2,3.2,0.5,0.9,0.5,3,2,12,50,240,0,27,20,3,4,67,28,5,2000,-2:-2,umh,crop,superfast,30,animation,9397137,191.11,1.04,0:29.72,646,16.89,3756.33
2623,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,0.5,1.4,1.3,4.8,0.5,0.8,0.5,3,1,16,25,300,0,23,10,5,3,65,38,1,2000,-2:-2,umh,crop,slow,40,grain,19574646,59.99,0.34,0:08.42,716,60.81,7827.71
2624,None,--constrained-intra,None,--no-asm,None,--no-weightb,0.0,1.3,1.0,2.0,0.2,0.9,0.9,0,2,14,15,300,2,28,40,4,1,62,18,6,2000,1:1,hex,crop,ultrafast,0,ssim,1606425,60.14,0.82,0:20.57,296,24.47,640.10
2625,None,--constrained-intra,None,--no-asm,None,--weightb,2.0,1.1,1.3,3.8,0.3,0.9,0.2,1,1,6,30,250,4,21,50,5,4,68,38,4,2000,-2:-2,umh,show,ultrafast,10,ssim,339571,42.57,0.34,0:06.89,622,73.88,133.53
2626,--aud,None,None,None,--slow-firstpass,--weightb,0.0,1.6,1.0,4.2,0.4,0.6,0.6,0,2,16,30,200,2,27,10,3,3,63,18,5,1000,-1:-1,umh,crop,veryfast,0,animation,20625166,35.19,0.72,0:11.02,325,46.28,8247.86
2627,None,--constrained-intra,None,None,None,--no-weightb,2.5,1.6,1.1,3.0,0.2,0.8,0.1,0,2,14,40,250,3,27,30,4,0,64,48,3,2000,-2:-2,hex,crop,placebo,10,ssim,3192933,57.16,0.91,0:10.27,565,49.31,1274.99
2628,None,--constrained-intra,None,None,--slow-firstpass,--no-weightb,2.5,1.2,1.2,0.4,0.2,0.7,0.9,0,2,6,45,200,3,28,50,4,3,69,38,4,1000,-1:-1,dia,crop,superfast,40,psnr,269465,6.33,0.57,0:02.15,320,247.00,105.26
2629,None,--constrained-intra,None,--no-asm,None,--no-weightb,1.5,1.4,1.2,1.2,0.2,0.6,0.5,1,0,12,5,230,4,24,30,5,0,62,48,6,2000,1:1,umh,show,veryslow,0,ssim,3582790,669.43,0.34,1:29.77,746,5.58,1431.38
2630,--aud,None,None,None,--slow-firstpass,--weightb,3.0,1.2,1.1,2.4,0.2,0.8,0.4,1,2,16,40,270,3,23,30,4,4,69,38,2,1000,-2:-2,umh,crop,ultrafast,40,animation,5274425,18.61,1.04,0:05.16,380,99.30,2107.24
264,--aud,None,None,None,--slow-firstpass,--weightb,1.0,1.0,1.4,5.0,0.4,0.8,0.8,2,1,14,5,270,2,30,40,4,0,64,38,6,2000,-1:-1,umh,crop,medium,40,ssim,1161656,27.80,0.32,0:04.27,658,121.02,462.51
2631,--aud,--constrained-intra,None,None,None,--no-weightb,1.0,1.5,1.0,4.2,0.3,0.7,0.5,0,0,8,35,220,4,22,20,5,2,69,38,1,1000,-1:-1,umh,show,veryslow,10,animation,12331926,107.53,0.23,0:14.10,764,36.29,4930.82
2632,--aud,--constrained-intra,None,None,None,--weightb,0.5,1.1,1.3,2.0,0.4,0.6,0.7,0,0,8,35,220,0,22,20,5,2,65,18,2,1000,1:1,hex,crop,fast,40,animation,9949934,24.68,0.28,0:03.43,727,152.51,3978.00
2633,None,--constrained-intra,None,None,--slow-firstpass,--weightb,0.0,1.1,1.1,3.2,0.6,0.6,0.6,2,0,12,45,300,3,29,20,5,0,67,18,4,1000,-1:-1,hex,show,superfast,40,grain,14379544,6.73,0.24,0:01.18,589,486.65,5750.07
2634,None,--constrained-intra,None,--no-asm,None,--no-weightb,0.0,1.0,1.1,0.2,0.5,0.6,0.8,0,0,14,30,230,1,30,40,4,2,63,18,6,1000,1:1,umh,crop,ultrafast,0,animation,1715566,117.53,0.20,0:16.58,709,30.39,684.54
2635,--aud,--constrained-intra,None,--no-asm,None,--weightb,2.0,1.1,1.3,1.6,0.6,0.8,0.7,0,0,8,5,280,1,23,10,5,4,66,28,6,1000,1:1,hex,crop,fast,10,psnr,22997853,205.46,0.26,0:26.27,783,19.11,9197.18
2636,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,2.5,1.3,1.4,1.0,0.2,0.6,0.5,2,2,14,50,260,0,26,20,5,4,67,28,2,1000,-1:-1,hex,show,slower,10,psnr,6993794,70.45,0.94,0:11.66,612,43.49,2795.32
2637,--aud,--constrained-intra,None,--no-asm,None,--no-weightb,1.0,1.2,1.3,1.4,0.2,0.8,0.8,0,1,8,5,220,1,28,20,5,4,60,48,1,2000,-2:-2,dia,show,slower,30,psnr,6993623,163.51,0.24,0:21.52,760,23.41,2795.34
2638,--aud,None,None,None,--slow-firstpass,--weightb,1.5,1.2,1.2,1.6,0.4,0.9,0.8,0,0,12,15,290,4,27,20,3,2,63,18,2,1000,-1:-1,hex,show,veryfast,0,animation,10640838,11.70,0.20,0:01.83,650,301.38,4254.60
2639,None,--constrained-intra,None,None,--slow-firstpass,--no-weightb,1.0,1.4,1.1,4.4,0.5,0.9,0.5,0,2,8,15,260,2,30,20,3,1,62,38,6,2000,-2:-2,umh,show,medium,40,grain,9137272,55.83,0.51,0:08.56,658,59.36,3652.70
2640,--aud,--constrained-intra,None,--no-asm,None,--weightb,0.5,1.0,1.0,2.4,0.6,0.8,0.9,0,1,4,10,220,0,30,40,4,3,69,18,3,1000,-1:-1,umh,crop,fast,0,grain,1498023,222.83,0.40,0:30.19,739,16.64,597.02
265,None,None,None,None,None,--weightb,1.5,1.6,1.3,4.6,0.5,0.9,0.0,1,0,6,20,240,2,28,40,4,3,61,28,6,1000,-2:-2,hex,show,fast,40,grain,1467585,18.11,0.24,0:02.69,680,193.95,584.88
2641,None,None,None,None,None,--no-weightb,0.5,1.1,1.4,3.6,0.5,0.7,0.9,0,0,4,50,200,1,28,50,4,1,68,28,4,1000,1:1,hex,crop,placebo,0,ssim,239881,9.86,0.25,0:01.63,620,331.35,93.43
2642,None,None,None,None,None,--weightb,3.0,1.6,1.3,4.2,0.3,0.6,0.1,2,1,14,40,200,1,27,30,4,4,61,18,6,1000,1:1,dia,crop,fast,10,animation,3423794,23.58,0.29,0:03.48,684,148.46,1367.36
2643,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,2.0,1.0,1.3,2.2,0.6,0.8,0.7,3,1,0,0,250,2,20,10,5,3,63,18,6,1000,-1:-1,umh,show,slow,40,ssim,18786657,486.81,0.43,1:08.69,709,7.29,7513.45
2644,--aud,--constrained-intra,None,None,None,--no-weightb,3.0,1.0,1.0,0.8,0.2,0.6,0.1,2,2,4,45,260,1,29,0,5,4,65,28,4,2000,-2:-2,hex,show,faster,10,animation,46897874,16.52,0.30,0:02.59,648,204.96,18757.94
2645,--aud,None,None,None,--slow-firstpass,--no-weightb,2.0,1.3,1.2,4.2,0.2,0.9,0.6,2,1,12,25,240,3,21,20,3,0,69,38,6,1000,1:1,umh,show,slower,30,psnr,7050066,80.51,0.41,0:11.34,713,44.62,2817.90
2646,--aud,None,None,None,None,--weightb,2.0,1.6,1.0,4.6,0.5,0.6,0.3,3,2,12,15,240,4,27,30,4,1,68,28,2,2000,-2:-2,hex,show,faster,40,psnr,3720051,26.72,1.26,0:06.54,427,78.11,1485.81
2647,--aud,None,None,--no-asm,None,--no-weightb,0.5,1.2,1.1,2.2,0.6,0.8,0.2,0,1,0,30,260,1,23,20,3,2,60,38,6,2000,-1:-1,dia,show,veryfast,0,ssim,9028587,83.13,0.27,0:11.31,737,44.71,3610.23
2648,--aud,--constrained-intra,None,--no-asm,None,--weightb,1.5,1.3,1.2,2.8,0.4,0.9,0.1,0,2,14,40,200,4,21,50,5,2,67,28,6,2000,1:1,dia,crop,superfast,30,animation,268745,73.28,1.68,0:22.31,335,22.55,104.99
2649,--aud,--constrained-intra,None,--no-asm,None,--weightb,3.0,1.3,1.0,2.2,0.3,0.8,0.5,3,2,8,50,300,4,26,20,5,2,68,28,4,1000,-2:-2,dia,show,ultrafast,30,ssim,15275536,72.46,1.11,0:13.24,555,38.36,6107.73
2650,None,None,None,--no-asm,--slow-firstpass,--weightb,1.0,1.0,1.1,1.2,0.4,0.7,0.7,3,1,12,0,210,0,27,50,5,4,62,48,4,2000,-2:-2,umh,show,veryslow,0,animation,362448,233.46,0.29,0:33.49,697,14.99,142.83
266,--aud,--constrained-intra,None,--no-asm,--slow-firstpass,--no-weightb,1.5,1.0,1.3,0.8,0.4,0.6,0.9,3,0,0,45,210,3,24,20,5,4,66,18,4,1000,-1:-1,hex,show,veryfast,0,ssim,9163023,69.84,0.25,0:09.49,738,53.55,3664.00
2651,None,None,None,--no-asm,None,--no-weightb,3.0,1.0,1.3,4.6,0.6,0.8,0.7,1,2,8,45,300,4,21,10,4,3,65,38,4,2000,-1:-1,umh,crop,ultrafast,40,psnr,29072193,158.45,0.78,0:21.37,744,23.53,11626.39
2652,--aud,None,None,None,--slow-firstpass,--weightb,2.0,1.0,1.3,1.4,0.2,0.7,0.9,2,1,10,40,230,1,23,20,3,2,60,28,4,2000,-1:-1,umh,show,superfast,40,ssim,9677461,9.76,0.24,0:01.61,618,341.65,3868.57
2653,None,None,None,--no-asm,--slow-firstpass,--weightb,3.0,1.1,1.3,4.2,0.2,0.8,0.9,2,0,2,15,200,2,30,40,5,2,67,18,6,1000,-2:-2,hex,show,slower,30,psnr,1086251,160.77,0.43,0:21.81,739,23.07,432.21
2654,--aud,None,None,None,--slow-firstpass,--weightb,1.0,1.1,1.1,0.2,0.2,0.7,0.6,0,2,6,5,270,0,20,30,4,1,60,28,5,2000,-1:-1,dia,show,slower,10,animation,3052452,47.79,0.27,0:08.05,597,63.06,1218.80
2655,--aud,--constrained-intra,None,None,--slow-firstpass,--weightb,2.0,1.0,1.4,2.8,0.6,0.9,0.4,3,1,6,45,200,2,24,10,4,2,69,28,4,2000,-2:-2,umh,show,slow,10,psnr,16937428,67.68,0.37,0:09.74,698,52.32,6772.79
2656,--aud,None,None,None,None,--weightb,0.5,1.5,1.0,0.6,0.4,0.6,0.1,2,0,16,35,300,2,23,0,5,1,61,18,3,1000,1:1,umh,show,ultrafast,10,ssim,56327576,6.40,0.25,0:01.45,458,479.40,22529.82
2657,--aud,--constrained-intra,None,None,--slow-firstpass,--no-weightb,2.0,1.0,1.1,1.4,0.4,0.7,0.3,1,1,6,45,260,3,27,10,5,2,61,18,4,1000,-2:-2,umh,show,fast,0,psnr,18704686,37.63,0.36,0:05.48,692,94.84,7479.72
2658,--aud,--constrained-intra,None,None,None,--no-weightb,1.0,1.5,1.0,0.8,0.2,0.9,0.2,1,1,12,45,300,4,26,50,3,0,62,28,4,1000,-2:-2,umh,show,veryslow,40,grain,398226,24.10,0.38,0:03.73,655,138.97,157.15
2659,None,--constrained-intra,None,--no-asm,None,--weightb,1.5,1.0,1.2,0.8,0.6,0.7,0.7,0,2,8,25,200,0,25,10,4,2,66,28,1,2000,1:1,dia,crop,fast,0,psnr,18003592,128.24,0.73,0:23.73,543,21.18,7199.22
2660,None,None,None,None,--slow-firstpass,--weightb,1.5,1.2,1.3,3.8,0.6,0.7,0.7,2,2,2,35,280,4,21,50,4,3,63,48,2,2000,-1:-1,dia,show,ultrafast,10,grain,410173,3.65,0.35,0:01.06,377,537.49,161.68
